index,Login Timestamp,Username,User ID,IP Address,Country,Region,City,ASN,User Agent String,Browser Name and Version,OS Name and Version,Device Type,Login Successful,Is Attack IP,Is Account Takeover
26,2025-06-02 01:49:55.316,user_320476,4623067315381381085,38.135.39.69,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/63.0.3239.83 Mobile Safari/537.36",Chrome Mobile 63.0.3239,Android 4.1,mobile,True,True,False
27,2025-06-02 01:51:33.966,user_fc3dcf,7512015045260748952,81.167.117.178,NO,Nordland,Kabelvag,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko SalamWeb/4.5.0.40 Chrome/81.0.4044.1926.95 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1926,iOS 11.2.6,mobile,True,False,False
28,2025-06-02 01:53:49.227,user_21e63d,3711926072874456693,10.2.57.105,BR,-,-,500194,"Mozilla/5.0  (X11; CrOS armv7l 5978.98.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/958",Chrome 73.0.3654,Chrome OS 5978.98.0,desktop,False,False,False
29,2025-06-02 01:55:55.054,user_673338,4865448051462213982,109.247.64.205,NO,Nordland,Sortland,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",Chrome 67.0.3396,Mac OS X 10.14.6,desktop,False,False,False
30,2025-06-02 02:05:00.000,user_a44feb,-4324475583306591935,10.0.181.206,ZA,Gauteng,Johannesburg,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.82.96 Safari/537.36",Chrome 72.0.3626.82,Mac OS X 11.6.3,desktop,False,False,False
31,2025-06-02 02:05:18.685,user_a44feb,-4324475583306591935,10.0.181.217,IT,Milan,Milan,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/84.0.4147.338.339.125 Safari/537.36/QN0TI7Tz-14",Chrome 84.0.4147.338.339,Mac OS X 11.6.3,desktop,False,False,False
32,2025-06-02 02:05:28.843,user_a44feb,-4324475583306591935,103.149.35.5,ID,-,-,140011,dloader(NaverRobot)/1.0,NaverRobot ,Other ,bot,False,False,False
33,2025-06-02 02:05:32.513,user_a44feb,-4324475583306591935,10.0.181.216,JP,-,-,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.82.96 Safari/537.36",Chrome 72.0.3626.82,Mac OS X 11.6.3,desktop,False,False,False
34,2025-06-02 02:05:48.099,user_a44feb,-4324475583306591935,10.0.181.217,IT,Milan,Milan,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.82.96 Safari/537.36",Chrome 72.0.3626.82,Mac OS X 11.6.3,desktop,False,False,False
35,2025-06-02 02:06:05.496,user_a44feb,-4324475583306591935,23.137.224.184,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1925.142 Mobile Safari/537.36 variation/215658",Chrome Mobile 81.0.4044.1925,iOS 13.4,mobile,False,False,False
36,2025-06-02 02:06:14.834,user_a44feb,-4324475583306591935,37.191.145.51,NO,Oslo County,Oslo,57963,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) power AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1926.62 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1926,iOS 13.4,mobile,False,False,False
37,2025-06-02 02:06:16.410,user_a0068d,3864223424037844510,37.191.172.141,NO,Oslo County,Oslo,57963,"Mozilla/5.0 (Linux; U; Android 2.3.3; nb-no; Desire_A8181 Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",Android 2.3.3,Android 2.3.3,mobile,True,False,False
38,2025-06-02 02:06:27.400,user_ba49d6,-1193845698302621826,156.52.68.225,NO,Viken,Fredrikstad,29695,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_5_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2.3433 Mobile/15E148 Safari/604.1",Mobile Safari 12.1.2.3433,iOS 12.5.4,mobile,True,False,False
39,2025-06-02 02:06:33.495,user_a44feb,-4324475583306591935,10.0.77.180,NO,Rogaland,Randaberg,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1930.42 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1930,iOS 11.2.6,mobile,False,False,False
40,2025-06-02 02:06:37.399,user_a44feb,-4324475583306591935,66.248.237.201,US,-,-,393398,"Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) AppleWebKit/605.1.15 (KHTML, like Gecko Chrome/63.0.3239.84 Mobile Safari/604.1 variation/95978",Chrome Mobile 63.0.3239,Android 6.0.99,mobile,False,True,False
41,2025-06-02 02:07:00.583,user_a44feb,-4324475583306591935,81.166.14.159,NO,Rogaland,Stavanger,29695,"Mozilla/5.0  (X11; CrOS x86_64 13020.55.1) AppleWebKit/537.36 (KHTML, like Gecko Chrome/71.0.3578.40.50.98 Safari/537.36 AVG/71.0.693.100",Chrome 71.0.3578.40.50,Chrome OS 13020.55.1,desktop,False,False,False
42,2025-06-02 02:07:04.171,user_a44feb,-4324475583306591935,10.4.138.195,DE,North Rhine-Westphalia,Düsseldorf,500608,VLC/3.0.0-git LibVLC/3.0.0-git,VLC 3.0.0-git,Other ,unknown,False,False,False
43,2025-06-02 02:07:27.692,user_a44feb,-4324475583306591935,10.3.9.225,NO,Oslo County,Oslo,31020,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20150101 Firefox/20.0.0.1602 (Chrome variation/246155,Firefox 20.0.0.1602,iOS 13.4,mobile,False,False,False
44,2025-06-02 02:07:39.778,user_a44feb,-4324475583306591935,43.252.124.56,AU,Queensland,Brisbane,135513,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.2180.138 Mobile Safari/537.36 YaApp_Android/9.20 YaSearchBrowser/9.20",Chrome Mobile 81.0.4044.2180,iOS 13.1.3,mobile,False,False,False
45,2025-06-02 02:08:03.244,user_a44feb,-4324475583306591935,10.0.0.119,US,Arizona,Miami,398986,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1926.138 Mobile Safari/537.36 OPT/2.6",Chrome Mobile 81.0.4044.1926,iOS 11.2.6,mobile,False,True,False
46,2025-06-02 02:08:13.871,user_a44feb,-4324475583306591935,80.232.120.231,NO,Oslo County,Oslo,25400,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.20.100 Safari/537.36",Chrome 69.0.3497.17.20,Mac OS X 10.14.6,desktop,False,False,False
47,2025-06-02 02:08:24.621,user_a44feb,-4324475583306591935,209.236.123.138,US,-,-,393398,"Mozilla/5.0  (Mobile; LYF/F220B/LYF-F220B-003-01-45-051119;Android; https://github.com/das-group/rba-dataset) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1936.138 Mobile Safari/537.36 YaApp_Android/9.20 YaSearchBrowser/9.20",Chrome Mobile 81.0.4044.1936,KaiOS 2.5,mobile,False,True,False
48,2025-06-02 02:08:42.972,user_a44feb,-4324475583306591935,10.0.181.204,BR,Rio de Janeiro,Barra Mansa,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/84.0.4147.338.339.125 Safari/537.36/QN0TI7Tz-14",Chrome 84.0.4147.338.339,Mac OS X 11.6.3,desktop,False,False,False
49,2025-06-02 02:09:02.991,user_a44feb,-4324475583306591935,170.39.78.253,US,-,-,393398,"Mozilla/5.0  (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; https://github.com/das-group/rba-dataset; IEMobile/11.0; Microsoft; Lumia 430 Dual SIM) AppleWebKit/537.36 (KHTML, like Gecko Chrome/71.0.3578.2896.2901.83 Mobile Safari/537.36",Chrome Mobile 71.0.3578.2896.2901,Windows Phone 8.1,mobile,False,False,False
50,2025-06-02 02:09:10.618,user_a44feb,-4324475583306591935,170.39.76.215,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko SalamWeb/4.5.0.40 Chrome/81.0.4044.1959.95 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1959,iOS 11.2.6,mobile,False,False,False
51,2025-06-02 02:09:32.559,user_a44feb,-4324475583306591935,195.208.49.241,MT,-,-,60771,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.37.80 Safari/537.36",Chrome 71.0.3578.37,Mac OS X 10.14.6,desktop,False,False,False
52,2025-06-02 02:09:46.742,user_a44feb,-4324475583306591935,10.0.66.75,BR,-,-,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.22.92 Safari/537.36",Chrome 69.0.3497.17.22,Mac OS X 10.14.6,desktop,False,False,False
53,2025-06-02 02:09:51.454,user_a44feb,-4324475583306591935,23.137.225.33,US,-,-,393398,Mozilla/5.0 (compatible; startmebot/1.0; +https://github.com/das-group/rba-dataset),startmebot 1.0,Other ,bot,False,False,False
54,2025-06-02 02:09:52.762,user_4057b9,9093566444587199580,10.0.11.6,US,New York,New York,54903,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",Chrome 67.0.3396,Mac OS X 10.14.6,desktop,True,True,False
55,2025-06-02 02:09:55.818,user_a44feb,-4324475583306591935,170.39.76.172,US,-,-,393398,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/8334",Chrome 73.0.3654,Mac OS X 10.14.6,desktop,False,False,False
56,2025-06-02 02:10:15.463,user_a44feb,-4324475583306591935,199.26.84.7,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1935.18 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1935,iOS 13.4,mobile,False,False,False
57,2025-06-02 02:10:21.414,user_a44feb,-4324475583306591935,152.93.223.39,NO,Rogaland,Sola,29695,"Mozilla/5.0  (X11; CrOS x86_64 13778.0.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.106.97 Safari/537.36",Chrome 72.0.3626.106,Chrome OS 13778.0.0,desktop,False,False,False
58,2025-06-02 02:10:27.770,user_a44feb,-4324475583306591935,10.0.52.159,DE,-,-,500254,VLC/3.0.0-git LibVLC/3.0.0-git,VLC 3.0.0-git,Other ,unknown,False,True,False
59,2025-06-02 02:10:40.420,user_a44feb,-4324475583306591935,10.0.181.216,JP,-,-,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/84.0.4147.338.339.125 Safari/537.36/QN0TI7Tz-14",Chrome 84.0.4147.338.339,Mac OS X 11.6.3,desktop,False,False,False
60,2025-06-02 02:10:50.674,user_a44feb,-4324475583306591935,43.252.126.202,AU,New South Wales,Wollongbar,135513,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) supra AppleWebKit/537.36 (KHTML, like Gecko Chrome/80.0.3987.132 Mobile Safari/537.36",Chrome Mobile 80.0.3987,iOS 13.5.1,mobile,False,False,False
61,2025-06-02 02:11:03.509,user_a44feb,-4324475583306591935,104.237.229.58,US,-,-,16628,"Mozilla/5.0 (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1925.138 Mobile Safari/537.36 variation/73688",Chrome Mobile 81.0.4044.1925,Android 5.5.1,mobile,False,False,False
62,2025-06-02 02:11:24.909,user_a44feb,-4324475583306591935,170.39.79.79,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1927.117 Mobile Safari/537.36,gzip(gfe,gzip(gfe (Chrome Image Compression Service",Chrome Mobile 81.0.4044.1927,iOS 11.2.6,mobile,False,False,False
63,2025-06-02 02:11:41.715,user_a44feb,-4324475583306591935,10.0.62.32,NO,-,-,29695,"Mozilla/5.0  (Linux; Android 5.0; SAMSUNG SM-G900F) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/69199",Android 2.3.3.2660,Android 5.0,mobile,False,False,False
64,2025-06-02 02:12:05.258,user_a44feb,-4324475583306591935,10.0.181.225,BR,-,-,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.82.96 Safari/537.36",Chrome 72.0.3626.82,Mac OS X 11.6.3,desktop,False,False,False
65,2025-06-02 02:12:14.232,user_a44feb,-4324475583306591935,10.0.67.162,NO,Oslo County,Oslo,29695,"Mozilla/5.0  (Linux; U; Android 2.2) Plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.114 Mobile Safari/537.36",Chrome Mobile 81.0.4044,Android 2.2,mobile,False,False,False
66,2025-06-02 02:12:29.869,user_a44feb,-4324475583306591935,10.0.77.229,NO,-,-,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36",Chrome 67.0.3396,Mac OS X 10.14.6,desktop,False,False,False
67,2025-06-02 02:12:36.827,user_a44feb,-4324475583306591935,170.39.78.106,US,-,-,393398,AwarioSmartBot/1.0  (en-us) variation/294820,AwarioSmartBot 1.0,Other ,unknown,False,False,False
68,2025-06-02 02:12:46.072,user_a44feb,-4324475583306591935,209.236.123.16,US,-,-,393398,"Mozilla/5.0  (Linux; U; Android 2.2) Plus Build/NMA26.42-169; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/80.0.3987.162 Mobile Safari/537.36",Chrome Mobile WebView 80.0.3987,Android 2.2,mobile,False,True,False
69,2025-06-02 02:13:04.649,user_a44feb,-4324475583306591935,51.175.158.224,BR,-,-,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1929.117 Mobile Safari/537.36 PHX/6.1 variation/225607",Chrome Mobile 81.0.4044.1929,iOS 13.4,mobile,False,False,False
70,2025-06-02 02:13:10.425,user_a44feb,-4324475583306591935,170.39.77.204,US,-,-,393398,"Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) Plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1931.111 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1931,Android 6.0.99,mobile,False,False,False
71,2025-06-02 02:13:24.740,user_a44feb,-4324475583306591935,195.242.233.42,PL,Lower Silesia,Zgorzelec,202281,"Mozilla/5.0  (iPhone; CPU iPhone OS 9_3_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1961.138 Mobile Safari/537.36 PHX/5.5",Chrome Mobile 81.0.4044.1961,iOS 9.3.4,mobile,False,False,False
72,2025-06-02 02:13:31.005,user_a44feb,-4324475583306591935,80.202.24.195,NO,Trøndelag,Trondheim,15659,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.20.92 Safari/537.36",Chrome 69.0.3497.17.20,Mac OS X 10.14.6,desktop,False,False,False
73,2025-06-02 02:13:40.351,user_a44feb,-4324475583306591935,66.248.237.223,US,-,-,393398,Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Gecko/20150101 Firefox/20.0.0.1618 (Chrome,Firefox 20.0.0.1618,Android 4.1,mobile,False,True,False
74,2025-06-02 02:13:56.260,user_a44feb,-4324475583306591935,199.26.84.18,US,-,-,393398,"Mozilla/5.0  (Linux; U; Android 2.2) AppleWebKit/537.36 (KHTML, like Gecko Chrome/86.0.4240.198 Mobile Safari/537.36 PHX/6.3",Chrome Mobile 86.0.4240,Android 2.2,mobile,False,False,False
75,2025-06-02 02:14:17.112,user_a44feb,-4324475583306591935,208.77.8.60,BE,-,-,393713,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1943.138 Mobile Safari/537.36 PHX/6.1",Chrome Mobile 81.0.4044.1943,iOS 11.2.6,mobile,False,False,False
76,2025-06-02 02:14:30.727,user_a44feb,-4324475583306591935,45.95.4.0,DE,Rheinland-Pfalz,Klausen,57353,VLC/3.0.0-git LibVLC/3.0.0-git,VLC 3.0.0-git,Other ,unknown,False,False,False
77,2025-06-02 02:14:44.066,user_a44feb,-4324475583306591935,10.0.94.70,IN,Manipur,Imphal,45916,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20150101 Firefox/20.0.0.1601 (Chrome variation/245822,Firefox 20.0.0.1601,iOS 13.4,mobile,False,False,False
78,2025-06-02 02:14:47.914,user_a44feb,-4324475583306591935,92.221.75.90,NO,Rogaland,Tjelta,29695,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20100101 Firefox/20.0.0.1603 variation/246532,Firefox 20.0.0.1603,iOS 13.4,mobile,False,False,False
