index,Username,attack_type
831,user_8dfe8f,hard_negative_forgot_password
837,user_8dfe8f,hard_negative_forgot_password
838,user_8dfe8f,hard_negative_forgot_password
846,user_8dfe8f,hard_negative_forgot_password
964,user_fd805b,credential_stuffing
1229,user_57c1dd,hard_negative_forgot_password
1231,user_57c1dd,hard_negative_forgot_password
1234,user_57c1dd,hard_negative_forgot_password
1237,user_57c1dd,hard_negative_forgot_password
1238,user_fd805b,credential_stuffing
1364,user_fd805b,credential_stuffing
1438,user_fd805b,credential_stuffing
1455,user_8784d8,hard_negative_forgot_password
1461,user_8784d8,hard_negative_forgot_password
1464,user_8784d8,hard_negative_forgot_password
1466,user_8784d8,hard_negative_forgot_password
1469,user_8784d8,hard_negative_forgot_password
1591,user_a4549c,campaign_account_legit_login
1789,user_fd805b,credential_stuffing
1829,user_fd805b,credential_stuffing
1937,user_840bfc,takeover_attempt
1938,user_840bfc,takeover_attempt
1939,user_840bfc,takeover_attempt
1940,user_840bfc,takeover_attempt
1941,user_840bfc,takeover_attempt
1942,user_840bfc,takeover_attempt
1943,user_840bfc,takeover_attempt
1944,user_840bfc,takeover_attempt
1945,user_840bfc,takeover_success_original
2154,user_fd805b,credential_stuffing
2561,user_fd805b,credential_stuffing
2713,user_fd805b,credential_stuffing
3044,user_fd805b,credential_stuffing
3132,user_9b4d42,takeover_attempt
3134,user_9b4d42,takeover_attempt
3135,user_9b4d42,takeover_attempt
3137,user_9b4d42,takeover_attempt
3138,user_9b4d42,takeover_attempt
3139,user_9b4d42,takeover_attempt
3140,user_9b4d42,takeover_attempt
3141,user_9b4d42,takeover_attempt
3142,user_9b4d42,takeover_attempt
3143,user_9b4d42,takeover_attempt
3146,user_9b4d42,takeover_attempt
3147,user_9b4d42,takeover_success
3304,user_fd805b,credential_stuffing
3640,user_fd805b,credential_stuffing
3689,user_f1e172,takeover_attempt
3690,user_f1e172,takeover_attempt
3691,user_f1e172,takeover_attempt
3692,user_f1e172,takeover_attempt
3693,user_f1e172,takeover_attempt
3694,user_f1e172,takeover_attempt
3695,user_f1e172,takeover_attempt
3696,user_f1e172,takeover_attempt
3697,user_f1e172,takeover_attempt
3698,user_f1e172,takeover_attempt
3699,user_f1e172,takeover_attempt
3700,user_f1e172,takeover_success
3729,user_505c07,takeover_attempt
3730,user_505c07,takeover_attempt
3731,user_505c07,takeover_attempt
3732,user_505c07,takeover_attempt
3733,user_505c07,takeover_attempt
3734,user_505c07,takeover_attempt
3735,user_505c07,takeover_attempt
3736,user_505c07,takeover_attempt
3737,user_505c07,takeover_attempt
3738,user_505c07,takeover_attempt
3739,user_505c07,takeover_attempt
3740,user_505c07,takeover_attempt
3741,user_505c07,takeover_success
3745,user_a44feb,bot_brute_force
3746,user_a44feb,bot_brute_force
3747,user_a44feb,bot_brute_force
3748,user_a44feb,bot_brute_force
3749,user_a44feb,bot_brute_force
3750,user_a44feb,bot_brute_force
3751,user_a44feb,bot_brute_force
3752,user_a44feb,bot_brute_force
3753,user_a44feb,bot_brute_force
3754,user_a44feb,bot_brute_force
3755,user_a44feb,bot_brute_force
3756,user_a44feb,bot_brute_force
3757,user_a44feb,bot_brute_force
3758,user_a44feb,bot_brute_force
3759,user_a44feb,bot_brute_force
3760,user_a44feb,bot_brute_force
3761,user_a44feb,bot_brute_force
3762,user_a44feb,bot_brute_force
3763,user_a44feb,bot_brute_force
3764,user_a44feb,bot_brute_force
3765,user_a44feb,bot_brute_force
3766,user_a44feb,bot_brute_force
3767,user_a44feb,bot_brute_force
3768,user_a44feb,bot_brute_force
3769,user_a44feb,bot_brute_force
3770,user_a44feb,bot_brute_force
3771,user_a44feb,bot_brute_force
3772,user_a44feb,bot_brute_force
3773,user_a44feb,bot_brute_force
3774,user_a44feb,bot_brute_force
3775,user_a44feb,bot_brute_force
3776,user_a44feb,bot_brute_force
3777,user_a44feb,bot_brute_force
3778,user_a44feb,bot_brute_force
3779,user_a44feb,bot_brute_force
3780,user_a44feb,bot_brute_force
3781,user_a44feb,bot_brute_force
3782,user_a44feb,bot_brute_force
3783,user_a44feb,bot_brute_force
3784,user_a44feb,bot_brute_force
3785,user_a44feb,bot_brute_force
3786,user_a44feb,bot_brute_force
3787,user_a44feb,bot_brute_force
3788,user_a44feb,bot_brute_force
3789,user_a44feb,bot_brute_force
3790,user_a44feb,bot_brute_force
3791,user_a44feb,bot_brute_force
3792,user_a44feb,bot_brute_force
3793,user_a44feb,bot_brute_force
3794,user_a44feb,bot_brute_force
3795,user_a44feb,bot_brute_force
3796,user_a44feb,bot_brute_force
3797,user_a44feb,bot_brute_force
3798,user_a44feb,bot_brute_force
3799,user_a44feb,bot_brute_force
3800,user_a44feb,bot_brute_force
3801,user_a44feb,bot_brute_force
3802,user_a44feb,bot_brute_force
3803,user_a44feb,bot_brute_force
3804,user_a44feb,bot_brute_force
3805,user_a44feb,bot_brute_force
3806,user_a44feb,bot_brute_force
3807,user_a44feb,bot_brute_force
3808,user_a44feb,bot_brute_force
3809,user_a44feb,bot_brute_force
3810,user_a44feb,bot_brute_force
3811,user_a44feb,bot_brute_force
3812,user_a44feb,bot_brute_force
3813,user_a44feb,bot_brute_force
3814,user_a44feb,bot_brute_force
3815,user_a44feb,bot_brute_force
3816,user_a44feb,bot_brute_force
3817,user_a44feb,bot_brute_force
3818,user_a44feb,bot_brute_force
3819,user_a44feb,bot_brute_force
3820,user_a44feb,bot_brute_force
3821,user_a44feb,bot_brute_force
3822,user_a44feb,bot_brute_force
3823,user_a44feb,bot_brute_force
3824,user_a44feb,bot_brute_force
3825,user_a44feb,bot_brute_force
3826,user_a44feb,bot_brute_force
3827,user_a44feb,bot_brute_force
3828,user_a44feb,bot_brute_force
3829,user_a44feb,bot_brute_force
3830,user_a44feb,bot_brute_force
3831,user_a44feb,bot_brute_force
3832,user_a44feb,bot_brute_force
3833,user_a44feb,bot_brute_force
3834,user_a44feb,bot_brute_force
3835,user_a44feb,bot_brute_force
3836,user_a44feb,bot_brute_force
3837,user_a44feb,bot_brute_force
3838,user_a44feb,bot_brute_force
3839,user_a44feb,bot_brute_force
3840,user_a44feb,bot_brute_force
3841,user_a44feb,bot_brute_force
3842,user_a44feb,bot_brute_force
3843,user_a44feb,bot_brute_force
3844,user_a44feb,bot_brute_force
3845,user_a44feb,bot_brute_force
3846,user_a44feb,bot_brute_force
3847,user_a44feb,bot_brute_force
3848,user_a44feb,bot_brute_force
3849,user_a44feb,bot_brute_force
3850,user_a44feb,bot_brute_force
3851,user_a44feb,bot_brute_force
3852,user_a44feb,bot_brute_force
3853,user_a44feb,bot_brute_force
3854,user_a44feb,bot_brute_force
3855,user_a44feb,bot_brute_force
3856,user_a44feb,bot_brute_force
3857,user_a44feb,bot_brute_force
3858,user_a44feb,bot_brute_force
3859,user_a44feb,bot_brute_force
3860,user_a44feb,bot_brute_force
3861,user_a44feb,bot_brute_force
3862,user_a44feb,bot_brute_force
3863,user_a44feb,bot_brute_force
3864,user_a44feb,bot_brute_force
3878,user_5ca467,takeover_attempt
3879,user_5ca467,takeover_attempt
3880,user_5ca467,takeover_attempt
3881,user_5ca467,takeover_attempt
3882,user_5ca467,takeover_attempt
3883,user_5ca467,takeover_success
3907,user_fd805b,credential_stuffing
4220,user_fd805b,credential_stuffing
4279,user_fd805b,credential_stuffing
4447,user_c99b98,campaign_account_legit_login
4541,user_fd805b,credential_stuffing
4645,user_fd805b,credential_stuffing
4755,user_82f0a5,hard_negative_travel
4952,user_840bfc,campaign_account_legit_login
5223,user_a4549c,campaign_account_legit_login
5257,user_fd805b,credential_stuffing
5330,user_18d945,hard_negative_travel
5371,user_fd805b,credential_stuffing
5435,user_fd805b,credential_stuffing
5613,user_0aecbf,hard_negative_travel
5635,user_4773bc,hard_negative_forgot_password
5636,user_4773bc,hard_negative_forgot_password
5638,user_4773bc,hard_negative_forgot_password
5639,user_4773bc,hard_negative_forgot_password
5640,user_4773bc,hard_negative_forgot_password
5641,user_4773bc,hard_negative_forgot_password
5690,user_e04ae7,takeover_attempt
5691,user_e04ae7,takeover_attempt
5692,user_e04ae7,takeover_attempt
5693,user_e04ae7,takeover_attempt
5694,user_e04ae7,takeover_attempt
5695,user_e04ae7,takeover_attempt
5696,user_e04ae7,takeover_attempt
5697,user_e04ae7,takeover_attempt
5698,user_e04ae7,takeover_attempt
5699,user_e04ae7,takeover_attempt
5700,user_e04ae7,takeover_attempt
5701,user_e04ae7,takeover_success
5745,user_fd805b,credential_stuffing
5899,user_fd805b,credential_stuffing
5914,user_aa2ce7,hard_negative_travel
6000,user_fd805b,credential_stuffing
6040,user_49bf01,takeover_attempt
6041,user_49bf01,takeover_attempt
6042,user_49bf01,takeover_attempt
6043,user_49bf01,takeover_attempt
6044,user_49bf01,takeover_attempt
6046,user_49bf01,takeover_success
6078,user_08780a,hard_negative_travel
6103,user_989277,takeover_attempt
6104,user_989277,takeover_attempt
6106,user_989277,takeover_attempt
6107,user_989277,takeover_attempt
6108,user_989277,takeover_attempt
6109,user_989277,takeover_attempt
6110,user_989277,takeover_attempt
6111,user_989277,takeover_attempt
6112,user_989277,takeover_attempt
6113,user_989277,takeover_attempt
6116,user_989277,takeover_attempt
6117,user_989277,takeover_success
6208,user_211694,hard_negative_new_device
6263,user_fd805b,credential_stuffing
6401,user_08780a,hard_negative_travel
6562,user_08780a,hard_negative_travel
7092,user_e7dd34,hard_negative_travel
7324,user_2cb851,hard_negative_travel
7338,user_fd805b,credential_stuffing
7359,user_c14f45,hard_negative_new_device
7507,user_a44feb,credential_stuffing
7508,user_a44feb,credential_stuffing
7509,user_a44feb,credential_stuffing
7510,user_a44feb,credential_stuffing
7511,user_a44feb,credential_stuffing
7513,user_a44feb,credential_stuffing
7514,user_a44feb,credential_stuffing
7515,user_a44feb,credential_stuffing
7516,user_a44feb,credential_stuffing
7517,user_a44feb,credential_stuffing
7518,user_a44feb,credential_stuffing
7519,user_a44feb,credential_stuffing
7520,user_a44feb,credential_stuffing
7521,user_a44feb,credential_stuffing
7522,user_a44feb,credential_stuffing
7523,user_a44feb,credential_stuffing
7524,user_a44feb,credential_stuffing
7525,user_a44feb,credential_stuffing
7526,user_a44feb,credential_stuffing
7527,user_a44feb,credential_stuffing
7528,user_a44feb,credential_stuffing
7529,user_a44feb,credential_stuffing
7530,user_a44feb,credential_stuffing
7531,user_a44feb,credential_stuffing
7532,user_a44feb,credential_stuffing
7533,user_a44feb,credential_stuffing
7534,user_a44feb,credential_stuffing
7535,user_a44feb,credential_stuffing
7536,user_a44feb,credential_stuffing
7537,user_a44feb,credential_stuffing
7538,user_a44feb,credential_stuffing
7539,user_a44feb,bot_brute_force
7540,user_a44feb,credential_stuffing
7541,user_a44feb,credential_stuffing
7542,user_a44feb,credential_stuffing
7543,user_a44feb,credential_stuffing
7544,user_a44feb,credential_stuffing
7545,user_a44feb,credential_stuffing
7546,user_a44feb,credential_stuffing
7547,user_a44feb,credential_stuffing
7548,user_a44feb,credential_stuffing
7549,user_a44feb,credential_stuffing
7550,user_a44feb,credential_stuffing
7551,user_a44feb,credential_stuffing
7552,user_a44feb,credential_stuffing
7553,user_a44feb,credential_stuffing
7554,user_a44feb,credential_stuffing
7555,user_a44feb,credential_stuffing
7556,user_a44feb,credential_stuffing
7557,user_a44feb,credential_stuffing
7558,user_a44feb,credential_stuffing
7559,user_a44feb,credential_stuffing
7560,user_a44feb,credential_stuffing
7561,user_a44feb,credential_stuffing
7562,user_a44feb,credential_stuffing
7563,user_a44feb,credential_stuffing
7564,user_a44feb,credential_stuffing
7565,user_a44feb,credential_stuffing
7566,user_a44feb,credential_stuffing
7567,user_a44feb,credential_stuffing
7568,user_a44feb,credential_stuffing
7569,user_a44feb,credential_stuffing
7570,user_a44feb,credential_stuffing
7571,user_a44feb,credential_stuffing
7572,user_a44feb,credential_stuffing
7573,user_a44feb,credential_stuffing
7574,user_a44feb,credential_stuffing
7578,user_00b971,takeover_attempt
7579,user_00b971,takeover_attempt
7580,user_00b971,takeover_attempt
7581,user_00b971,takeover_attempt
7582,user_00b971,takeover_attempt
7583,user_00b971,takeover_attempt
7584,user_00b971,takeover_attempt
7585,user_00b971,takeover_attempt
7586,user_00b971,takeover_attempt
7588,user_00b971,takeover_attempt
7589,user_00b971,takeover_success
7600,user_1d7349,takeover_attempt
7601,user_1d7349,takeover_attempt
7602,user_1d7349,takeover_attempt
7603,user_1d7349,takeover_attempt
7604,user_1d7349,takeover_attempt
7606,user_1d7349,takeover_attempt
7607,user_1d7349,takeover_attempt
7608,user_1d7349,takeover_attempt
7609,user_1d7349,takeover_attempt
7610,user_1d7349,takeover_attempt
7611,user_1d7349,takeover_attempt
7612,user_1d7349,takeover_attempt
7613,user_1d7349,takeover_success
7618,user_9d4e89,takeover_attempt
7619,user_9d4e89,takeover_attempt
7620,user_9d4e89,takeover_attempt
7621,user_9d4e89,takeover_attempt
7622,user_9d4e89,takeover_attempt
7623,user_9d4e89,takeover_attempt
7624,user_9d4e89,takeover_attempt
7625,user_9d4e89,takeover_attempt
7626,user_9d4e89,takeover_success
7647,user_2a3f78,takeover_attempt
7648,user_2a3f78,takeover_attempt
7649,user_2a3f78,takeover_attempt
7650,user_2a3f78,takeover_attempt
7651,user_2a3f78,takeover_attempt
7652,user_2a3f78,takeover_attempt
7653,user_2a3f78,takeover_attempt
7654,user_2a3f78,takeover_attempt
7655,user_2a3f78,takeover_attempt
7656,user_2a3f78,takeover_attempt
7657,user_2a3f78,takeover_attempt
7658,user_2a3f78,takeover_attempt
7659,user_2a3f78,takeover_success
7661,user_a4549c,takeover_attempt
7662,user_a4549c,takeover_attempt
7663,user_a4549c,takeover_attempt
7664,user_a4549c,takeover_attempt
7665,user_a4549c,takeover_attempt
7666,user_a4549c,takeover_attempt
7667,user_a4549c,takeover_success_original
7812,user_e45193,hard_negative_new_device
7941,user_9e9d91,takeover_attempt
7944,user_9e9d91,takeover_attempt
7946,user_9e9d91,takeover_attempt
7947,user_9e9d91,takeover_attempt
7949,user_9e9d91,takeover_attempt
7950,user_9e9d91,takeover_attempt
7951,user_9e9d91,takeover_attempt
7952,user_9e9d91,takeover_attempt
7953,user_9e9d91,takeover_success
7974,user_fd805b,credential_stuffing
8141,user_fd805b,credential_stuffing
8228,user_e7dd34,hard_negative_travel
8316,user_ad5c1a,hard_negative_travel
8505,user_5b0407,hard_negative_travel
8636,user_e098fe,hard_negative_travel
8681,user_1030f9,hard_negative_new_device
8747,user_fd805b,credential_stuffing
8900,user_ad5c1a,hard_negative_travel
9125,user_528192,takeover_attempt
9126,user_528192,takeover_attempt
9127,user_528192,takeover_attempt
9128,user_528192,takeover_attempt
9130,user_528192,takeover_attempt
9133,user_528192,takeover_attempt
9134,user_528192,takeover_attempt
9135,user_528192,takeover_attempt
9136,user_528192,takeover_success
9529,user_5af973,hard_negative_new_device
9716,user_fd805b,credential_stuffing
9783,user_164a26,hard_negative_forgot_password
9784,user_164a26,hard_negative_forgot_password
9786,user_164a26,hard_negative_forgot_password
9790,user_164a26,hard_negative_forgot_password
9791,user_164a26,hard_negative_forgot_password
9792,user_164a26,hard_negative_forgot_password
9886,user_fd805b,credential_stuffing
9988,user_fd805b,credential_stuffing
10026,user_ad5c1a,hard_negative_travel
10034,user_2cb851,hard_negative_travel
10079,user_18d945,hard_negative_travel
10081,user_a44feb,credential_stuffing
10082,user_a44feb,credential_stuffing
10083,user_a44feb,credential_stuffing
10084,user_a44feb,credential_stuffing
10085,user_a44feb,credential_stuffing
10087,user_a44feb,credential_stuffing
10088,user_a44feb,credential_stuffing
10089,user_a44feb,credential_stuffing
10090,user_a44feb,credential_stuffing
10091,user_a44feb,credential_stuffing
10092,user_a44feb,credential_stuffing
10093,user_a44feb,credential_stuffing
10094,user_a44feb,credential_stuffing
10096,user_a44feb,credential_stuffing
10097,user_a44feb,credential_stuffing
10098,user_a44feb,credential_stuffing
10099,user_a44feb,credential_stuffing
10101,user_a44feb,credential_stuffing
10102,user_a44feb,credential_stuffing
10103,user_a44feb,credential_stuffing
10105,user_a44feb,credential_stuffing
10106,user_a44feb,credential_stuffing
10109,user_a44feb,bot_brute_force
10110,user_a44feb,credential_stuffing
10111,user_a44feb,credential_stuffing
10112,user_a44feb,credential_stuffing
10113,user_a44feb,credential_stuffing
10114,user_a44feb,credential_stuffing
10115,user_a44feb,credential_stuffing
10116,user_a44feb,credential_stuffing
10117,user_a44feb,credential_stuffing
10118,user_a44feb,credential_stuffing
10119,user_a44feb,credential_stuffing
10120,user_a44feb,credential_stuffing
10122,user_a44feb,credential_stuffing
10123,user_a44feb,credential_stuffing
10124,user_a44feb,credential_stuffing
10125,user_a44feb,credential_stuffing
10126,user_a44feb,credential_stuffing
10129,user_a44feb,credential_stuffing
10131,user_a44feb,credential_stuffing
10132,user_a44feb,credential_stuffing
10134,user_a44feb,credential_stuffing
10135,user_a44feb,credential_stuffing
10136,user_a44feb,credential_stuffing
10137,user_a44feb,credential_stuffing
10138,user_a44feb,credential_stuffing
10139,user_a44feb,credential_stuffing
10140,user_a44feb,bot_brute_force
10141,user_a44feb,credential_stuffing
10142,user_a44feb,credential_stuffing
10144,user_a44feb,credential_stuffing
10145,user_a44feb,credential_stuffing
10147,user_a44feb,credential_stuffing
10148,user_a44feb,credential_stuffing
10149,user_a44feb,credential_stuffing
10150,user_a44feb,credential_stuffing
10151,user_a44feb,bot_brute_force
10152,user_a44feb,credential_stuffing
10153,user_a44feb,credential_stuffing
10154,user_a44feb,credential_stuffing
10155,user_a44feb,credential_stuffing
10156,user_a44feb,credential_stuffing
10157,user_a44feb,credential_stuffing
10158,user_a44feb,credential_stuffing
10159,user_a44feb,credential_stuffing
10192,user_2cb851,hard_negative_travel
10297,user_fd805b,credential_stuffing
10300,user_fd805b,credential_stuffing
10339,user_a5d2b9,hard_negative_new_device
10387,user_82f0a5,hard_negative_travel
10510,user_e14478,hard_negative_forgot_password
10512,user_e14478,hard_negative_forgot_password
10513,user_e14478,hard_negative_forgot_password
10514,user_e14478,hard_negative_forgot_password
10515,user_e14478,hard_negative_forgot_password
10561,user_c99b98,takeover_attempt
10562,user_c99b98,takeover_attempt
10563,user_c99b98,takeover_attempt
10564,user_c99b98,takeover_attempt
10565,user_c99b98,takeover_attempt
10566,user_c99b98,takeover_attempt
10567,user_c99b98,takeover_attempt
10568,user_c99b98,takeover_attempt
10569,user_c99b98,takeover_attempt
10570,user_c99b98,takeover_attempt
10571,user_c99b98,takeover_success_original
10583,user_dd5e27,takeover_attempt
10584,user_dd5e27,takeover_attempt
10585,user_dd5e27,takeover_attempt
10586,user_dd5e27,takeover_attempt
10587,user_dd5e27,takeover_attempt
10588,user_dd5e27,takeover_attempt
10589,user_dd5e27,takeover_attempt
10590,user_dd5e27,takeover_success
10775,user_e7dd34,hard_negative_travel
10961,user_5b0407,hard_negative_travel
11096,user_52382c,takeover_attempt
11097,user_52382c,takeover_attempt
11098,user_52382c,takeover_attempt
11100,user_52382c,takeover_attempt
11101,user_52382c,takeover_attempt
11102,user_52382c,takeover_attempt
11103,user_52382c,takeover_attempt
11104,user_52382c,takeover_attempt
11105,user_52382c,takeover_attempt
11107,user_52382c,takeover_attempt
11109,user_52382c,takeover_success
11304,user_23f7e0,hard_negative_forgot_password
11305,user_23f7e0,hard_negative_forgot_password
11307,user_23f7e0,hard_negative_forgot_password
11308,user_23f7e0,hard_negative_forgot_password
11309,user_23f7e0,hard_negative_forgot_password
11310,user_23f7e0,hard_negative_forgot_password
